url,title,description,price,area,address,Mã tin,Hướng,Phòng ăn,Loại tin,Đường trước nhà,Nhà bếp,Loại BDS,Pháp lý,Sân thượng,Chiều ngang,Số lầu,Chổ để xe hơi,Chiều dài,Số phòng ngủ,Chính chủ
https://alonhadat.com.vn/soc-10-5-ty-cau-giay-gan-ho-ngo-thong-kinh-doanh-oto-vao-nha-13701733.html,"SỐC-10.5 TỶ,CẦU GIẤY-GẦN HỒ-NGÕ THÔNG-KINH DOANH-OTO VÀO NHÀ","NHÀ CÓ VỊ TRÍ VÔ CÙNG ĐẸP, NGÕ OTO, THÔNG NHIỀU NGẢ, KINH DOANH ĐỈNH, CHỦ XÁC ĐỊNH BÁN ĐẤT TẶNG NHÀ 4 TẦNG
Nhà bán thuộc ngõ 68 Cầu Giấy, ngõ rộng như phố, thông tứ phía, kinh doanh đỉnh, cách phố Quan Hoa gần 100m, khu vực an ninh tốt. Gần hồ, chợ dân sinh, trường học và rất nhiều tiện ích khác.
Nhà dân xây, móng cọc bê tông chắc chắn, lên thêm 1-2 tầng thoải mái. Khách mua có thể cải tạo thành CCMN cho thuê hoặc quy hoạch xây phân lô.
Gần nhiều cung đường lớn như: Xuân Thuỷ, Láng, Bưởi, Đê La Thành, Dương Quảng Hàm, Nguyễn Khang…
Sổ đỏ chính chủ, sẵn sàng giao dịch.
Liên hệ: Mr Đông","10,5 tỷ",48 m2,"Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",13701733,_,---,Cần bán,"4,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,"4,5m",---,---,0m,---,---
https://alonhadat.com.vn/nha-lo-goc-2-mat-thoang-cua-bac-o-to-di-thoai-mai-65m2-4t-rat-dep-18-8-ty-de-o-kinh-doanh-13599143.html,"Nhà lô góc 2 mặt thoáng Cửa Bắc ô tô đi thoải mái 65m2 4t rất đẹp 18.8 tỷ để ở, kinh doanh","Bán nhà lô góc 2 mặt thoáng Cửa Bắc ô tô đi lại thoải mái. 
Diện tích sổ đỏ 65m2 mặt tiền 4,6m, xây dựng 4 tầng, khung bê tông chắc chắn, hiện trạng nhà còn rất đẹp
Giá 18,8 tỷ
Ô tô đỗ cửa, Đường trước nhà rộng 6m. từ nhà ra phố chỉ 50m. 
Thiết kế mỗi tầng 2 phòng ngủ, vì lô góc nên phòng nào cũng có ánh sáng tự nhiên, cửa sổ gió trời.
Giao thông thuận tiện đi các phố Phan Đình Phùng, Quán Thánh, Nguyễn Tri Phương, Hùng Vương, Nguyễn Trung Trực, Hàng Bồ, Trấn Vũ, Châu Long, Nguyễn Trường Tộ, ...
Cạnh trường cấp 3 Phan Đình Phùng, Cấp 2 Nguyễn Tri Phương
Cách Hồ tây 5 phút đi bộ, cách hồ Gươm 5 phút đi xe.
Liên hệ Hồng Nhung","18,8 tỷ",65 m2,"Phố Cửa Bắc, Phường Quán Thánh, Quận Ba Đình, Hà Nội",13599143,_,---,Cần bán,6m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,"4,6m",4,---,15m,5,---
https://alonhadat.com.vn/phan-lo-ngo-1-nghia-tan-50m2-6t-moi-dep-duong-2-o-to-11-2-ty-cach-mat-pho-100m-13576256.html,"Phân lô ngõ 1 Nghĩa Tân 50m2 6t mới đẹp đường 2 ô tô 11,2 tỷ cách mặt phố 100m","Bán nhà phố Nghĩa Tân 50m² 6 tầng mới đẹp, mặt tiền 3,7m, giá 11.2 tỷ đường 2 ô tô tránh nhau.
Tầng 1 khách, bếp, Wc.
Tầng 2,3,4,5 mỗi tầng 2 phòng ngủ, vệ sinh.
Tầng 6 phòng thờ, sân phơi, ban công.
Giao thông thuận tiện đi các phố: Cầu Giấy, Hoàng Quốc Việt, Trần Cung, Nguyễn Phong Sắc, Trần Đăng Ninh, Nguyễn Khánh Toàn, Đặng Thùy Trâm,...
Giá 11.2 tỷ.
Liên hệ Hồng Nhung","11,2 tỷ",50 m2,"Đường Nghĩa Tân, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội",13576256,_,---,Cần bán,10m,---,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,---,"3,7m",6,---,12m,5,---
https://alonhadat.com.vn/phan-lo-giang-vo-70m2-5t-2-mat-thoang-25-ty-duong-2-o-to-co-bao-ve-24-7-o-kd-cho-thue-13576151.html,"Phân Lô Giảng Võ 70m2 5t 2 mặt thoáng 25 tỷ đường 2 ô tô có bảo vệ 24/7 ở, kd, cho thuê","Bán nhà khu phân lô cán bộ cấp cao Giảng Võ, Ba Đình diện tích 70m² 5 tầng rất đẹp, mặt tiền 5,8m. Giá 25 tỷ.
Nhà 2 mặt thoáng trước sau, ánh sáng tự nhiên.
Có thể đỗ 1 ô tô trong nhà. 1 ô tô trước nhà.
Khu đường 2 ô tô tránh nhau. Khu phố có hàng cây mát.
Tiện cho spa, thẩm mỹ viện thuê. Kinh doanh, làm văn phòng rất tốt.
Tầng 1: Gara ô tô, phòng khách, bếp, WC.
Tầng 2,3,4 mỗi tầng 2 phòng ngủ, WC. Phòng nào cũng có ánh sáng tự nhiên. Cửa sổ thoáng mát.
Tầng 5 phòng ngủ, phòng thờ, sân phơi, WC.
Giá 25 tỷ.
Tiện đi các phố Kim Mã, Hoàng Cầu, Trần Phú, Nguyễn Thái Học,...
Cách hồ gươm 10ph đi xe. Cạnh nhà thi đấu Hàng Rẫy...
Cách hồ Tây 15 phút đi xe.
Liên Hệ Hồng Nhung",25 tỷ,70 m2,"Đường Giảng Võ, Phường Giảng Võ, Quận Ba Đình, Hà Nội",13576151,_,---,Cần bán,10m,---,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,---,"5,8m",5,---,12m,5,---
https://alonhadat.com.vn/phan-lo-12-dao-tan-60m2-5t-moi-tinh-lo-goc-de-o-to-thoai-mai-16-5-ty-tien-kd-cho-thue-can-13571125.html,"Phân lô 12 Đào Tấn 60m2 5t mới tinh lô góc để ô tô thoải mái 16,5 tỷ tiện kd, cho thuê căn","Bán nhà mặt ngõ 12 Đào Tấn thông sang ngõ 35 Phan Kế Bính, trung tâm Ba Đình, khu vực vip toàn nước nước ngoài sinh sống và làm việc. Gần ĐSQ Nhật, Quận Uỷ Ba Đình, vài phút ra Hồ Tây, Lên lăng Bác. Hàng xóm Lotte, xung quanh toàn quan chức dân trí cực cao, anh sinh tiện ích bạt ngàn.

Thiết kế: Nhà xây 6 tầng thiết kế có khe thoáng sau nhà nên phòng nào cũng thoáng sáng. Diện tích sổ 49m thực tế tầng 2 đua ra 60m. Căn góc hai mặt ngõ ô tô tránh dùng đỗ ngày đêm phù hợp mọi loại hình kinh doanh.

Tầng 1: KD, Gara 2 ô tô, wc.
Tầng 2: Phòng khách, Bếp, wc.
Tầng 3,4: 4 Phòng ngủ, 2 wc.
Tầng 5: Phòng ngủ, phòng thờ, sân phơi.
Tum: Mái tôn chống nóng.
Liên hệ chính chủ: Hồng Nhung","16,5 tỷ",60 m2,"Đường Đào Tấn, Phường Cống Vị, Quận Ba Đình, Hà Nội",13571125,Đông Bắc,---,Cần bán,8m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,"5,7m",5,---,10m,5,---
https://alonhadat.com.vn/mat-ngo-36-dao-tan-phan-ke-binh-60m2-5t-moi-lo-goc-de-o-to-16-5-ty-lam-van-phong-cho-thue-13581908.html,"Mặt ngõ 36 Đào Tấn, Phan Kế Bính 60m2 5t mới lô góc để ô tô 16,5 tỷ làm văn phòng cho thuê","Bán nhà mặt ngõ 12 Đào Tấn thông sang ngõ 35 Phan Kế Bính, trung tâm Ba Đình, khu vực vip toàn nước nước ngoài sinh sống và làm việc. Gần ĐSQ Nhật, Quận Uỷ Ba Đình, vài phút ra Hồ Tây, Lên lăng Bác. Hàng xóm Lotte, xung quanh toàn quan chức dân trí cực cao, anh sinh tiện ích bạt ngàn.

Thiết kế: Nhà xây 6 tầng thiết kế có khe thoáng sau nhà nên phòng nào cũng thoáng sáng. Diện tích sổ 49m thực tế tầng 2 đua ra 60m. Căn góc hai mặt ngõ ô tô tránh dùng đỗ ngày đêm phù hợp mọi loại hình kinh doanh.

Tầng 1: KD, Gara 2 ô tô, wc.
Tầng 2: Phòng khách, Bếp, wc.
Tầng 3,4: 4 phòng ngủ, 2 wc.
Tầng 5: Phòng ngủ, phòng thờ, sân phơi.
Tum: Mái tôn chống nóng.
Liên hệ chính chủ: Hồng Nhung","16,5 tỷ",60 m2,"Đường Đào Tấn, Phường Cống Vị, Quận Ba Đình, Hà Nội",13581908,Đông Bắc,---,Cần bán,8m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,"5,7m",5,---,10m,5,---
https://alonhadat.com.vn/ban-nha-lo-goc-12-dao-tan-60m2-6-tang-moi-dep-16-5-ty-thong-phan-ke-binh-13523574.html,"Bán nhà lô góc 12 Đào Tấn 60m2 6 tầng mới đẹp, 16,5 tỷ thông Phan Kế Bính",nan,"16,5 tỷ",60 m2,"12 Đường Đào Tấn, Phường Cống Vị, Quận Ba Đình, Hà Nội",13523574,Đông Bắc,---,Cần bán,10m,---,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,---,5m,5,---,---,5,---
https://alonhadat.com.vn/ban-nha-ngo-121-thai-ha-55m2-5t-san-o-duong-2-o-to-13-ty-13523934.html,"Bán nhà ngõ 121 Thái Hà 55m2 5t sẵn ở, đường 2 ô tô 13 tỷ","Bán nhà phân lô ngõ 121 Thái Hà.
Diện tích 55m² mặt tiền 4m, nhà xây 5 tầng mối tầng 2 phòng phia sau nhà có thoáng, đường trước nhà 2 ô tô tránh, vị trí đẹp ngõ kinh doanh, vừa ở vừa làm văn phòng đều ổn, nhà gần phố đi lại thuận tiện...
tiện đi các phố: Hoàng Cầu, Trần Quang Diệu, Láng Hạ, Thái Thịnh, Huỳnh Thúc Kháng, Mai Anh Tuấn, Ô Chợ Dừa,...
Sổ đỏ chính chủ, giá bán 13 tỷ có thương lượng.
liên hệ chính chủ Hồng Nhung",13 tỷ,55 m2,"Phố Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",13523934,_,---,Cần bán,8m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,4m,5,---,---,4,---
https://alonhadat.com.vn/ban-nha-dao-tan-phan-ke-binh-60m2-5t-moi-tinh-16-5-ty-tien-kinh-doanh-dan-tri-cao-13527969.html,"Bán nhà Đào Tấn, Phan Kế Bính 60m2 5t mới tinh 16.5 tỷ tiện kinh doanh, dân trí cao","Bán nhà Mặt ngõ 12 Đào Tấn thông sang ngõ 35 Phan Kế Bính, trung tâm Ba Đình, khu vực vip toàn nước nước ngoài sinh sống và làm việc. Gần ĐSQ Nhật, Quận Uỷ Ba Đình, Vài phút ra Hồ Tây, Lên lăng Bác. Hàng xóm LOTTE, xung quanh toàn quan chức dân trí cực cao, anh sinh tiện ích bạt ngàn.

Thiết kế: Nhà Xây 6 Tầng thiết kế có khe thoáng sau nhà nên phòng nào cũng thoáng sáng. Diện tích sổ 49m thực tế tầng 2 đua ra 60m. Căn góc hai mặt ngõ ô tô tránh dùng đỗ ngày đêm phù hợp mọi loại hình kinh doanh.

Tầng 1: KD, Gara 2 ô tô, wc.
Tầng 2: Phòng khách, Bếp, wc.
Tầng 3,4: 4 Phòng ngủ, 2 wc.
Tầng 5: Phòng ngủ, phòng thờ, sân phơi.
Tum: Mái tôn chống nóng.
Liên hệ chính chủ: Hồng Nhung","16,5 tỷ",60 m2,"12 Đường Đào Tấn, Phường Cống Vị, Quận Ba Đình, Hà Nội",13527969,Đông Bắc,---,Cần bán,8m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,4m,6,---,14m,5,---
https://alonhadat.com.vn/ban-nha-ngo-36-dao-tan-lieu-giai-ba-dinh-35m2-5-tang-mat-tien-5m-gia-chi-4-2-ty-13528125.html,"Bán nhà ngõ 36 Đào Tấn, Liễu Giai, Ba Đình 35m2 5 tầng, mặt tiền 5m giá chỉ 4,2 tỷ","Bán nhà ngõ 36 Đào Tấn, Liễu Giai, Ba Đình 35m2 5 tầng, mặt tiền 5m giá chỉ 4,2 tỷ
Trung Tâm Ba Đình - Ở sướng - Tiện ích ĐẲNG CẤP
- Nhà xây mới, Thiết Kế 5 tầng:
- Tầng 1 : Bếp, Phòng Khách.
- Tầng 2,3,4 : mỗi tầng một ngủ, vs khép kín.
- Tầng 5: sân phơi phòng thờ.
- Nội Thấy Xịn Cửa, Cầu Thang Gỗ, Thiết Bị VS Cao Cấp.
- Tiện để ở, kinh doanh online. Khu dân trí cao.
Giao thông thuận lợi đi các phố Phan Kế Bính, Cầu Giấy, Liễu Giai, Vạn Phúc, Vạn Bảo, Nguyễn Chí Thanh, Kim Mã,...
Liên hệ Hồng Nhung để xem nhà","4,2 tỷ",35 m2,"36 Đường Đào Tấn, Phường Cống Vị, Quận Ba Đình, Hà Nội",13528125,_,---,Cần bán,3m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,5m,5,---,---,4,---
